"","player_id","year","first_serve","first_won"
"2023",103063,"2004",216,143
"2024",103063,"2001",33,23
"2025",103063,"2006",40,26
"2026",103063,"2005",NA,NA
"2027",103063,"2004",171,115
"2028",103063,"2008",37,28
"2029",103063,"2009",221,162
"2030",103066,"1999",NA,NA
"2031",103066,"1998",34,19
"2032",103066,"1998",76,50
"2033",103066,"2005",NA,NA
"2034",103066,"2002",NA,NA
"2035",103066,"2001",NA,NA
"2036",103066,"2000",NA,NA
"2038",103066,"2006",NA,NA
"2039",103066,"2004",NA,NA
"2042",103066,"2003",NA,NA
"2043",103076,"2008",57,42
"2044",103077,"2002",NA,NA
"2045",103077,"2008",NA,NA
"2046",103077,"2003",NA,NA
"2047",103077,"1999",NA,NA
"2048",103077,"2003",68,53
"2050",103077,"2006",79,49
"2051",103077,"2000",NA,NA
"2052",103077,"1997",NA,NA
"2055",103077,"2001",NA,NA
"2056",103077,"2011",NA,NA
"2057",103077,"2004",NA,NA
"2058",103080,"2006",NA,NA
"2061",103084,"1997",144,96
"2063",103084,"1999",NA,NA
"2064",103084,"2001",2325,1731
"2066",103084,"2000",480,316
"2067",103084,"2009",188,154
"2068",103084,"2002",1153,788
"2072",103084,"2003",169,111
"2073",103084,"1996",104,71
"2075",103084,"2009",597,420
"2076",103084,"2008",NA,NA
"2077",103084,"1998",635,434
"2078",103084,"2002",NA,NA
"2079",103084,"2004",NA,NA
"2080",103084,"2007",885,603
"2081",103084,"2005",525,340
"2082",103084,"2000",NA,NA
"2083",103084,"2007",NA,NA
"2084",103096,"2009",670,504
"2085",103096,"2000",NA,NA
"2086",103096,"2001",NA,NA
"2087",103096,"2011",NA,NA
"2089",103096,"2006",1126,843
"2091",103096,"2006",NA,NA
"2094",103096,"1999",1040,766
"2095",103096,"2011",252,187
"2097",103096,"2002",NA,NA
"2100",103096,"2003",1414,1059
"2101",103096,"2008",835,546
"2102",103096,"2012",166,103
"2104",103096,"2008",NA,NA
"2106",103096,"2005",NA,NA
"2107",103096,"1999",1222,770
"2108",103096,"2007",1175,840
"2109",103096,"2003",NA,NA
"2112",103103,"2009",NA,NA
"2113",103103,"2005",NA,NA
"2115",103103,"1996",71,48
"2116",103103,"2002",NA,NA
"2117",103103,"1998",NA,NA
"2121",103103,"2007",959,618
"2122",103103,"2008",NA,NA
"2124",103103,"1997",NA,NA
"2127",103103,"2004",NA,NA
"2129",103103,"2010",22,9
"2130",103104,"2006",107,60
"2134",103104,"2008",82,43
"2135",103104,"2002",76,47
"2138",103104,"2007",26,15
"2147",103105,"2004",NA,NA
"2148",103105,"2012",582,379
"2149",103105,"2001",27,13
"2150",103105,"2014",99,61
"2151",103105,"2003",188,140
"2155",103105,"2007",NA,NA
"2158",103105,"2008",22,20
"2164",103105,"2002",127,75
"2168",103109,"2008",NA,NA
"2174",103110,"2004",66,53
"2177",103110,"2005",NA,NA
"2187",103114,"2000",56,45
"2190",103114,"1999",56,43
"2196",103114,"1997",159,116
"2197",103133,"1998",91,67
"2198",103133,"1996",45,32
"2201",103133,"2003",709,447
"2214",103151,"1999",1215,900
"2216",103151,"2003",NA,NA
"2218",103151,"2000",NA,NA
"2223",103151,"1997",286,192
"2225",103151,"1995",97,56
"2235",103151,"2005",770,576
"2249",103157,"2004",NA,NA
"2253",103157,"2003",49,38
"2254",103157,"1999",72,51
"2256",103157,"2003",236,158
"2260",103163,"2009",NA,NA
"2261",103163,"2007",NA,NA
"2263",103163,"2011",360,281
"2264",103163,"1996",119,77
"2265",103163,"2006",NA,NA
"2272",103163,"2009",1628,1290
"2282",103163,"2015",108,92
"2283",103163,"2000",NA,NA
"2284",103163,"2001",NA,NA
"2285",103163,"2010",202,150
"2286",103163,"2008",856,662
"2292",103165,"2007",NA,NA
"2294",103165,"2005",48,27
"2295",103165,"2002",62,38
"2296",103165,"2002",52,34
"2299",103166,"1998",NA,NA
"2300",103166,"2007",NA,NA
"2301",103166,"1999",NA,NA
"2302",103166,"2004",NA,NA
"2303",103166,"2003",NA,NA
"2305",103166,"2001",NA,NA
"2308",103166,"2006",NA,NA
"2309",103166,"1997",NA,NA
"2310",103166,"2002",337,214
"2313",103166,"1996",NA,NA
"2319",103169,"2003",242,163
"2325",103169,"2010",110,75
"2327",103169,"2009",1363,856
"2329",103171,"2009",44,31
"2330",103171,"2006",NA,NA
"2331",103171,"2000",391,271
"2332",103171,"2006",318,264
"2333",103171,"1996",35,23
"2334",103171,"2005",NA,NA
"2336",103171,"2004",NA,NA
"2339",103171,"2000",407,309
"2340",103171,"2003",NA,NA
"2348",103174,"2000",90,63
"2355",103174,"2001",NA,NA
"2357",103174,"2002",NA,NA
"2358",103174,"1999",NA,NA
"2359",103174,"2010",99,66
"2361",103175,"2005",73,42
"2362",103175,"2005",37,20
"2363",103175,"2006",NA,NA
"2364",103175,"2007",64,47
"2365",103175,"2007",48,30
"2367",103176,"1997",29,16
"2368",103176,"2004",NA,NA
"2369",103176,"2002",NA,NA
"2370",103176,"2003",998,675
"2371",103176,"2001",933,562
"2372",103176,"2005",611,358
"2373",103176,"2000",131,85
"2374",103176,"2003",NA,NA
"2375",103176,"2002",1135,728
"2376",103176,"2001",622,424
"2377",103176,"1998",97,53
"2378",103176,"2000",268,156
"2379",103176,"2005",508,346
"2380",103176,"1999",54,31
"2381",103181,"2008",NA,NA
"2382",103181,"2000",NA,NA
"2383",103181,"2003",327,229
"2384",103181,"2005",377,294
"2385",103181,"2002",189,114
"2386",103181,"2008",387,284
"2387",103181,"2009",83,53
"2388",103181,"2002",31,25
"2389",103181,"2005",842,566
"2392",103181,"2001",501,389
"2393",103181,"2001",1083,736
"2394",103181,"1995",43,27
"2395",103181,"2004",232,167
"2396",103181,"2006",877,557
"2397",103181,"1995",25,9
"2398",103181,"2003",278,208
"2399",103181,"2007",637,423
"2400",103181,"2004",290,198
"2401",103182,"2003",198,130
"2402",103182,"2003",247,130
"2403",103182,"2002",NA,NA
"2404",103182,"2001",872,546
"2405",103182,"1995",27,14
"2406",103182,"1997",104,63
"2407",103182,"2005",53,32
"2408",103182,"1998",125,68
"2409",103182,"1998",NA,NA
"2410",103182,"1996",NA,NA
"2411",103182,"1994",45,26
"2412",103182,"2001",NA,NA
"2413",103182,"1999",788,500
"2414",103182,"1999",NA,NA
"2415",103182,"2000",NA,NA
"2416",103182,"1996",22,17
"2418",103184,"2003",231,176
"2421",103184,"2002",59,48
"2422",103184,"2007",NA,NA
"2423",103184,"1999",43,36
"2424",103184,"2001",227,179
"2425",103184,"2004",46,33
"2426",103184,"2003",167,148
"2427",103184,"2002",132,87
"2428",103184,"2000",343,236
"2429",103184,"1998",134,93
"2430",103184,"1998",196,123
"2431",103184,"2005",NA,NA
"2432",103184,"2008",NA,NA
"2433",103184,"1999",241,169
"2434",103184,"2009",NA,NA
"2436",103185,"2002",67,41
"2437",103185,"2002",28,24
"2438",103185,"2003",97,76
"2440",103185,"2000",110,70
"2442",103185,"2003",40,25
"2446",103185,"1997",56,41
"2449",103188,"2015",96,52
"2450",103188,"2006",121,71
"2451",103188,"2012",539,386
"2452",103188,"2011",578,434
"2454",103188,"2002",230,145
"2455",103188,"2014",622,392
"2456",103188,"2012",554,341
"2457",103188,"2001",432,286
"2458",103188,"2013",712,463
"2461",103188,"2010",1177,729
"2465",103188,"2009",272,170
"2471",103188,"2007",956,588
"2472",103188,"2007",516,372
"2473",103188,"2003",53,37
"2474",103193,"1998",139,90
"2475",103193,"1996",110,69
"2477",103193,"2000",269,182
"2500",103201,"2000",67,54
"2504",103201,"2006",NA,NA
"2513",103204,"2005",34,27
"2524",103205,"2002",NA,NA
"2529",103206,"2008",648,448
"2534",103206,"2006",NA,NA
"2537",103206,"2007",872,616
"2569",103229,"1999",NA,NA
"2573",103229,"2007",NA,NA
"2574",103229,"1997",NA,NA
"2575",103229,"1998",NA,NA
"2577",103230,"2003",26,19
"2578",103230,"2003",29,25
"2579",103230,"2005",61,40
"2580",103238,"2004",79,61
"2584",103238,"2003",113,75
"2585",103240,"2004",114,65
"2586",103240,"2005",1243,853
"2587",103240,"2002",132,74
"2588",103240,"2006",328,257
"2594",103240,"2008",140,98
"2595",103240,"2000",195,125
"2597",103240,"2010",33,26
"2600",103240,"2009",254,194
"2602",103240,"1996",45,28
"2603",103240,"2007",140,102
"2604",103240,"2010",94,67
"2606",103240,"2007",563,382
"2608",103248,"2001",1131,745
"2609",103248,"2007",59,42
"2610",103248,"1998",NA,NA
"2611",103248,"2004",NA,NA
"2612",103248,"2003",NA,NA
"2617",103248,"2002",NA,NA
"2621",103248,"2000",689,452
"2625",103250,"1999",46,33
"2628",103250,"2003",80,55
"2630",103250,"2002",45,30
"2633",103252,"2004",1146,804
"2636",103252,"2004",1213,782
"2637",103252,"2003",841,586
"2638",103252,"2006",840,508
"2639",103252,"2002",1121,766
"2640",103252,"1997",464,301
"2641",103252,"2005",1168,731
"2642",103252,"2003",NA,NA
"2643",103252,"2010",233,163
"2644",103252,"1996",104,57
"2645",103252,"1998",282,160
"2646",103252,"2006",822,586
"2647",103252,"1997",NA,NA
"2648",103252,"1998",47,34
"2650",103252,"1999",1071,667
"2651",103252,"2010",168,100
"2652",103252,"2009",824,518
"2653",103252,"2008",225,150
"2654",103252,"2000",NA,NA
"2655",103252,"2007",489,300
"2660",103252,"2008",68,50
"2662",103254,"2003",67,51
"2663",103254,"2001",NA,NA
"2664",103254,"2002",73,61
"2665",103254,"2008",NA,NA
"2666",103254,"2007",67,49
"2667",103254,"2001",38,28
"2668",103254,"2002",88,57
"2669",103254,"2005",43,32
"2671",103264,"2003",208,159
"2672",103264,"2000",971,609
"2673",103264,"2001",NA,NA
"2674",103264,"2005",NA,NA
"2677",103264,"1999",NA,NA
"2679",103264,"1997",72,59
"2680",103264,"2002",139,96
"2681",103264,"2002",155,89
"2683",103264,"2001",537,352
"2684",103264,"1998",996,710
"2687",103280,"2000",53,44
"2689",103280,"2007",387,254
"2690",103280,"1998",31,20
"2691",103280,"2004",NA,NA
"2693",103280,"2002",NA,NA
"2694",103280,"2008",180,138
"2697",103285,"2015",295,219
"2698",103285,"2006",807,557
"2699",103285,"2016",NA,NA
"2700",103285,"1998",29,18
"2702",103285,"1999",175,119
"2703",103285,"2007",NA,NA
"2705",103285,"2002",772,604
"2708",103285,"2012",NA,NA
"2710",103285,"2005",1322,914
"2714",103285,"2014",NA,NA
"2722",103285,"2005",2366,1807
"2723",103285,"2010",NA,NA
"2731",103286,"2006",NA,NA
"2736",103292,"2010",68,43
"2738",103292,"2004",1302,800
"2739",103292,"2008",26,8
"2740",103292,"2002",NA,NA
"2742",103292,"2003",NA,NA
"2743",103292,"2001",1302,852
"2744",103292,"2009",62,36
"2747",103292,"2005",1120,683
"2748",103292,"2000",NA,NA
"2749",103292,"2005",NA,NA
"2751",103292,"2006",NA,NA
"2755",103294,"2004",NA,NA
"2756",103294,"2008",247,146
"2758",103294,"2005",739,522
"2759",103294,"2005",NA,NA
"2760",103294,"2001",NA,NA
"2761",103294,"2009",NA,NA
"2762",103294,"2000",NA,NA
"2763",103294,"1999",NA,NA
"2767",103294,"2002",530,367
"2774",103296,"2001",43,33
"2776",103296,"2001",67,41
"2786",103305,"2004",120,79
"2787",103305,"2004",226,128
"2788",103305,"1997",112,74
"2789",103305,"2002",44,27
"2790",103305,"2000",199,120
"2791",103305,"2001",425,278
"2792",103305,"2005",45,21
"2793",103305,"2001",32,24
"2794",103316,"2005",NA,NA
"2795",103318,"2002",358,218
"2796",103318,"1999",NA,NA
"2797",103318,"2005",62,38
"2798",103318,"2004",NA,NA
"2799",103318,"2003",566,353
"2800",103318,"1997",29,18
"2801",103318,"2003",41,30
"2802",103318,"1998",NA,NA
"2803",103318,"2004",47,33
"2804",103318,"2002",326,220
"2805",103319,"2000",27,17
"2806",103319,"2004",495,420
"2807",103319,"2002",394,322
"2809",103319,"2001",54,39
"2810",103319,"1999",87,63
"2811",103319,"2005",97,81
"2812",103319,"2006",110,82
"2813",103319,"2004",583,419
"2814",103319,"2003",457,313
"2815",103319,"2002",NA,NA
"2816",103319,"2003",173,133
"2817",103319,"2006",175,117
"2818",103325,"2007",308,244
"2819",103325,"2006",NA,NA
"2820",103325,"2005",NA,NA
"2822",103325,"2006",1019,726
"2823",103325,"2003",NA,NA
"2824",103325,"2004",NA,NA
"2825",103325,"2007",438,294
"2826",103333,"2005",NA,NA
"2830",103333,"2021",182,141
"2831",103333,"2000",NA,NA
"2832",103333,"2019",831,681
"2833",103333,"2009",NA,NA
"2834",103333,"2019",496,415
"2835",103333,"2001",86,61
"2836",103333,"2003",374,309
"2839",103333,"2015",1529,1250
"2841",103333,"2015",2045,1773
"2843",103333,"2018",1148,955
"2844",103333,"2021",117,98
"2847",103333,"2011",NA,NA
"2851",103333,"2007",NA,NA
"2852",103333,"2003",531,452
"2853",103333,"2014",1318,1059
"2856",103333,"2006",943,798
"2857",103333,"2002",NA,NA
"2858",103333,"2013",750,595
"2864",103339,"2004",45,33
"2866",103339,"2006",70,55
"2870",103339,"2004",33,30
"2871",103344,"2011",818,583
"2875",103344,"2003",NA,NA
"2876",103344,"1997",145,110
"2877",103344,"2010",NA,NA
"2879",103344,"2012",256,187
"2880",103344,"2001",NA,NA
"2883",103344,"2002",NA,NA
"2884",103344,"1999",536,412
"2887",103344,"2009",1511,1218
"2889",103344,"2010",1258,1003
"2893",103344,"1999",NA,NA
"2894",103344,"2005",NA,NA
"2898",103356,"2000",NA,NA
"2899",103356,"2001",NA,NA
"2901",103356,"2000",445,304
"2912",103373,"2009",307,169
"2914",103373,"2008",849,525
"2927",103385,"2003",144,106
"2929",103385,"2005",88,61
"2930",103385,"2004",50,42
"2938",103387,"2001",NA,NA
"2940",103387,"1998",NA,NA
"2941",103387,"2006",NA,NA
"2943",103387,"2002",NA,NA
"2944",103393,"2006",44,32
"2945",103393,"2008",NA,NA
"2947",103393,"2010",76,53
"2954",103393,"2001",132,86
"2957",103395,"2003",76,51
"2959",103395,"2002",91,51
"2963",103395,"2010",45,22
"2964",103395,"2009",37,20
"2971",103401,"2008",450,260
"2972",103401,"2016",56,38
"2974",103401,"2013",266,191
"2980",103401,"2009",512,383
"2983",103401,"2015",44,23
"2989",103401,"2006",NA,NA
"2995",103403,"2001",92,61
"2996",103403,"2007",36,22
"2997",103403,"2005",29,15
"2999",103403,"2004",30,23
"3000",103403,"2005",30,22
"3001",103408,"2004",490,311
"3005",103408,"2005",41,30
"3007",103408,"2005",121,75
"3016",103413,"1996",NA,NA
"3019",103420,"1999",39,20
"3020",103420,"1999",143,94
"3021",103420,"1998",29,18
"3022",103420,"2008",NA,NA
"3032",103420,"2002",219,146
"3033",103420,"1996",71,45
"3038",103424,"2006",71,47
"3039",103427,"2010",NA,NA
"3041",103427,"2004",NA,NA
"3042",103427,"2002",NA,NA
"3046",103428,"2000",NA,NA
"3047",103428,"2010",1169,824
"3048",103428,"2007",NA,NA
"3051",103428,"2001",458,343
"3058",103428,"2002",NA,NA
"3059",103428,"2008",NA,NA
"3062",103428,"2008",534,305
"3063",103428,"2004",NA,NA
"3064",103428,"2001",470,337
"3067",103429,"2003",423,295
"3068",103429,"2011",183,128
"3070",103429,"2011",61,42
"3071",103429,"2003",249,182
"3072",103429,"2009",91,64
"3073",103429,"2010",NA,NA
"3074",103429,"2008",NA,NA
"3075",103429,"2009",279,184
"3078",103429,"2004",155,110
"3082",103435,"2008",36,30
"3083",103435,"2008",38,28
"3084",103437,"2009",33,17
"3085",103437,"2008",23,11
"3086",103444,"2002",297,170
"3087",103444,"2007",NA,NA
"3092",103444,"2006",64,41
"3093",103444,"2004",NA,NA
"3094",103444,"2002",409,273
"3095",103444,"2000",245,146
"3098",103444,"1999",28,20
"3099",103444,"2005",466,341
"3100",103444,"2004",152,114
"3101",103444,"2008",NA,NA
"3102",103444,"2003",752,458
"3103",103444,"2009",NA,NA
"3106",103444,"2005",613,407
"3107",103444,"2001",145,86
"3114",103451,"2000",144,88
"3115",103451,"2003",52,39
"3118",103451,"2007",432,287
"3121",103451,"1999",60,25
"3122",103451,"2006",978,632
"3123",103451,"2002",233,147
"3124",103451,"2012",625,404
"3127",103451,"2011",87,62
"3129",103451,"2003",181,121
"3130",103451,"2008",166,111
"3131",103451,"2014",101,76
"3132",103451,"2014",71,43
"3133",103451,"2010",298,224
"3134",103451,"2005",366,272
"3135",103451,"2001",158,93
"3136",103451,"2007",173,117
"3137",103451,"2013",156,105
"3138",103451,"2011",289,190
"3139",103451,"2006",632,457
"3140",103451,"2004",159,129
"3141",103451,"2008",117,93
"3142",103451,"2005",649,424
"3143",103454,"2001",NA,NA
"3144",103454,"2005",NA,NA
"3145",103454,"1998",NA,NA
"3147",103454,"2011",NA,NA
"3149",103454,"1998",80,54
"3154",103454,"2002",741,493
"3155",103454,"2008",549,360
"3156",103454,"1996",NA,NA
"3157",103454,"2008",NA,NA
"3160",103454,"2003",NA,NA
"3161",103454,"2000",NA,NA
"3169",103455,"2003",NA,NA
"3171",103465,"2003",64,40
"3172",103465,"2005",33,25
"3173",103467,"2006",NA,NA
"3174",103468,"2002",NA,NA
"3175",103468,"2005",137,93
"3182",103470,"2003",457,307
"3184",103470,"2003",291,222
"3186",103470,"2009",740,535
"3187",103470,"2011",211,158
"3188",103470,"2005",96,66
"3189",103470,"2004",141,107
"3190",103470,"2006",305,214
"3191",103470,"2011",353,241
"3193",103470,"2004",178,152
"3194",103470,"2010",268,198
"3196",103470,"2009",413,328
"3197",103470,"2012",39,32
"3198",103472,"2002",NA,NA
"3200",103472,"2010",NA,NA
"3206",103472,"2003",NA,NA
"3207",103484,"2013",346,279
"3208",103484,"2013",657,474
"3211",103484,"1998",53,32
"3212",103484,"2001",450,347
"3222",103484,"2011",NA,NA
"3223",103484,"2005",NA,NA
"3224",103484,"2004",599,396
"3225",103484,"2004",656,490
"3230",103487,"2000",134,92
"3233",103487,"2002",211,127
"3235",103487,"2001",NA,NA
"3236",103487,"2005",117,91
"3237",103487,"2005",233,152
"3238",103487,"2007",130,82
"3240",103487,"2006",46,40
"3248",103490,"2008",283,213
"3249",103490,"2005",415,314
"3252",103490,"2008",670,427
"3253",103490,"2004",NA,NA
"3256",103498,"1999",NA,NA
"3258",103498,"2002",NA,NA
"3262",103498,"2006",NA,NA
"3263",103498,"2008",NA,NA
"3265",103498,"2009",1098,797
"3267",103498,"2003",519,394
"3268",103498,"2007",NA,NA
"3273",103499,"2011",NA,NA
"3275",103499,"2014",NA,NA
"3286",103499,"2023",NA,NA
"3288",103499,"2004",NA,NA
"3296",103499,"2013",NA,NA
"3304",103503,"2005",379,265
"3305",103503,"2009",33,20
"3308",103504,"2003",NA,NA
"3312",103504,"2000",NA,NA
"3313",103504,"1999",NA,NA
"3315",103505,"2002",52,33
"3316",103505,"2005",NA,NA
"3318",103505,"2001",NA,NA
"3321",103506,"2009",NA,NA
"3326",103506,"2005",30,17
"3327",103506,"2006",312,172
"3328",103506,"2010",208,119
"3329",103506,"2005",66,43
"3330",103506,"2004",152,114
"3346",103507,"2007",1881,1341
"3353",103507,"2010",860,539
"3356",103507,"2011",521,331
"3366",103516,"2006",234,159
"3376",103521,"2008",30,21
"3381",103523,"2005",NA,NA
"3382",103523,"2012",NA,NA
"3383",103523,"2011",NA,NA
"3384",103523,"2008",NA,NA
"3387",103523,"2009",NA,NA
"3390",103523,"2010",NA,NA
"3391",103523,"2006",38,29
"3392",103523,"2003",NA,NA
"3393",103525,"1998",NA,NA
"3394",103525,"2007",NA,NA
"3395",103525,"2005",NA,NA
"3396",103525,"2011",NA,NA
"3397",103525,"2006",NA,NA
"3398",103525,"2003",NA,NA
"3399",103525,"2000",NA,NA
"3400",103525,"2004",NA,NA
"3401",103525,"1999",NA,NA
"3402",103525,"2009",NA,NA
"3403",103525,"2002",NA,NA
"3404",103525,"2008",NA,NA
"3405",103525,"2010",NA,NA
"3406",103525,"2001",NA,NA
"3407",103529,"2002",NA,NA
"3408",103529,"2003",NA,NA
"3409",103529,"2004",NA,NA
"3410",103529,"2021",34,28
"3411",103529,"2008",43,39
"3412",103529,"2007",198,145
"3413",103529,"2015",NA,NA
"3414",103529,"2009",NA,NA
"3415",103529,"2006",NA,NA
"3416",103529,"2000",NA,NA
"3417",103529,"2008",192,146
"3418",103529,"2018",35,31
"3419",103529,"2012",NA,NA
"3420",103529,"2005",NA,NA
"3422",103529,"2024",56,44
"3423",103529,"2022",38,32
"3424",103529,"2013",NA,NA
"3425",103529,"2018",52,43
"3426",103529,"2017",71,63
"3427",103529,"2020",70,59
"3428",103529,"2001",NA,NA
"3429",103529,"1999",NA,NA
"3430",103529,"2010",NA,NA
"3431",103529,"2007",206,167
"3432",103529,"1998",NA,NA
"3433",103529,"2023",NA,NA
"3434",103529,"2014",NA,NA
"3435",103529,"2017",101,88
"3436",103530,"2005",55,37
"3437",103530,"2005",33,23
"3438",103530,"2008",20,8
"3439",103530,"2004",57,39
"3440",103530,"2003",81,64
"3441",103530,"2003",125,76
"3442",103530,"2007",217,152
"3443",103530,"2007",200,146
"3444",103530,"2006",154,110
"3445",103530,"2001",27,21
"3446",103531,"2010",NA,NA
"3447",103531,"2017",41,28
"3448",103531,"2012",NA,NA
"3449",103531,"2011",NA,NA
"3450",103534,"2009",803,508
"3451",103534,"2004",67,51
"3452",103534,"2005",66,37
"3453",103534,"2005",NA,NA
"3454",103534,"2008",169,123
"3455",103534,"2006",66,47
"3456",103534,"2009",219,151
"3457",103534,"2004",41,30
"3458",103534,"2012",41,24
"3459",103534,"2012",81,55
"3460",103534,"2011",33,16
"3461",103534,"2008",501,317
"3463",103534,"2007",663,421
"3464",103534,"2007",535,357
"3465",103535,"2005",84,57
"3466",103535,"2003",64,37
"3467",103535,"2004",801,526
"3468",103535,"2010",116,78
"3469",103535,"2008",175,130
"3470",103535,"2005",290,188
"3471",103535,"2006",499,329
"3472",103535,"2004",714,494
"3473",103535,"2002",119,85
"3474",103535,"2008",489,291
"3475",103535,"2009",99,65
"3476",103535,"2006",116,82
"3477",103535,"2007",NA,NA
"3478",103538,"2006",51,38
"3479",103538,"2006",83,63
"3480",103543,"2010",80,58
"3481",103543,"2010",86,54
"3482",103543,"2008",155,106
"3483",103543,"2008",223,144
"3484",103544,"2007",NA,NA
"3485",103544,"2003",NA,NA
"3486",103544,"2005",55,42
"3487",103544,"2000",NA,NA
"3488",103544,"2004",NA,NA
"3489",103544,"2003",101,80
"3491",103544,"2006",NA,NA
"3492",103544,"2009",NA,NA
"3493",103544,"2005",35,28
"3494",103544,"2001",NA,NA
"3495",103553,"2008",NA,NA
"3496",103553,"2001",85,52
"3497",103553,"2007",251,148
"3498",103553,"2008",79,49
"3500",103553,"2007",70,50
"3501",103559,"2005",45,36
"3502",103559,"2005",NA,NA
"3503",103565,"2013",108,74
"3504",103565,"2018",82,61
"3505",103565,"2014",243,193
"3506",103565,"2016",635,479
"3507",103565,"2017",27,18
"3508",103565,"2020",55,36
"3509",103565,"2010",495,360
"3510",103565,"2014",416,287
"3513",103565,"2015",29,22
"3514",103565,"2004",32,23
"3515",103565,"2015",260,163
"3516",103565,"2004",88,57
"3517",103565,"2011",108,83
